word_id,word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
9011,tinje,nom,NA,tint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9011,mediatinje,nom,NA,midtone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9011,tinjente,ajetivo,NA,tinting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9011,tinjente,nom,NA,dye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9012,tinocor,nom avia,un avia de America Sude ci sembla un perdis peti con plumas brun,seed-snipe (bird),NA,NA,NA,NA,NA,NA,NA,Thinocoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9013,tintina,verbo nontransitiva,fa un sona clar e peti,tinkle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9013,tintina,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9014,tintura,nom medica,un medisin produida par disolve un droga en alcol; un cuantia peti de alga cosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9015,tipi,nom arciteta siensa-umana,un tenda cono portable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,tipo,nom,un categoria de persones o cosas cual ave cualias comun; un spesie de letera primida o mostrada sur scermo,type,NA,clase,type,NA,NA,NA,NA,NA,NA,NA,NA,NA,slags,Art,NA,NA,NA,NA
9016,tipo de dato,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,tipo de letera,nom,NA,typeface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,tipo movable,nom,NA,movable type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,es tipal de,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,nontipal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,tipal,ajetivo,NA,typical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9017,tipografia,nom arte,la arte de usa leteras en primi,typography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9017,tipografia par computador,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9017,tipografi,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9017,tipografial,ajetivo,NA,typographic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9017,tipografiste,nom,NA,typographer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9018,tipolojia,nom,la studia e interprete de tipos e simboles; un clasi par tipos jeneral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9018,tipolojial,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9019,tipula,nom artropodo,un mosca magra con du alas e gamas multe longa,crane fly,NA,NA,NA,NA,NA,NA,NA,Tipulomorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,tira,verbo transitiva,usa forsa sur (algun o alga cosa),pull,NA,jalar,tirer,NA,NA,NA,NA,NA,NA,NA,NA,NA,trække,ziehen,NA,NA,NA,ru: тянуть
9020,tira,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,tira a tera,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,tira sua pedes,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,retira,verbo transitiva,NA,pull back,retiri,quitar,enlever,NA,NA,NA,NA,NA,NA,NA,NA,NA,fjerne,entfernen,NA,NA,NA,NA
9020,retira,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,retira gradal,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,retira tro multe,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,retirada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,retirador,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,tiracampana,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,tirada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,tirada par cavalo,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9020,tirador,nom veculo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9021,tiramisu,nom cosini,un deser italian composada de stratos de torta sponjin empapada en cafe e licor,tiramisu (dessert),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9022,tirano,nom governa avia,un renor cruel e opresante; un avia de la Americas ci sembla la caturamoscas de Eurasia e Africa,tyrant,NA,tirano,tyran,NA,NA,NA,NA,Tyrannidae,NA,NA,NA,NA,tyran,Tyrann,NA,NA,NA,NA
9022,es tirano a,verbo,NA,tyrannize|is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9022,tiranal,ajetivo,NA,tyrannic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9022,tirania,nom,NA,tyranny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9022,tiranin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9022,tiraniosa,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9023,tiranosauro,nom dinosauro,un dinosauro multe grande,NA,NA,NA,NA,NA,NA,NA,NA,Tyrannosauridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9024,tiratapo,nom verbo-nom util,un util per tira tapos de botelas,corkscrew,NA,tirabuzón,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9025,tiroide,nom anatomia,un glande grande e sin dutos en la colo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9026,tiroidectomia,nom medica,un sirurjia per estrae un tiroide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9027,tisa,verbo transitiva,move (un cosa) per misca o aumenta lo; coraji o provoca (un emosia o tende forte); tenta (algun) sin intende sasia el,stoke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9027,tisacafe,nom util,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9027,tisafoco,nom util,NA,poker (for fire),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9027,tisante,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9027,tisante,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9027,tisor,nom,NA,troublemaker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9028,-tise,sufisa nom medica,sputa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9029,titan,nom mitolojia astronomia,cada de la dios de Elas antica ci ia presede la olimpianes; la satelite la plu grande de Saturno,Titan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9030,titanio,nom cimica,la elemento cimical con numero atomal 22,titanium,titano,NA,NA,NA,NA,NA,NA,NA,NA,Ti,NA,NA,NA,NA,NA,NA,NA,NA
9031,titi,nom mamal,un simia peti de la forestas de America Sude,titi (monkey),NA,NA,NA,NA,NA,NA,NA,Callicebus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9032,titila,verbo transitiva siensa-umana,toca lejera (un person o parte de corpo) en modo cual causa pruri e rie; fa ce (algun) ave sentis formicosa o cuasi picante; stimula (algun) en modo cuasi sesal,tickle; cause to tingle; titillate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9032,titila,nom,NA,tickle; titillation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9032,titilable,ajetivo,NA,ticklish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9032,titilosa,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9033,tito,nom avia,un buo con fas corin ci nidi tipal en granerias o en bucos de arbor,barn owl,turstrigo,lechuza,NA,NA,NA,NA,NA,Tylonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9034,titola,verbo transitiva cimica medica,mesura la consentra de (un disolve) par usa un otra disolve de cual on sabe ja sua consentra; mesura e ajusta la cuantia de un medisin o funsiona fisiolojial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9034,titola,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,titulo,nom,la nom de un libro o otra obra artiste; la parolas a la comensa de un article o paje en un jornal cual indica la tema; un esplica corta ajuntada a un article,title,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,titulo finansial,nom,NA,security (tradable asset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,par titulo,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,par titulo,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,pretitulo,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,sutituli,verbo transitiva,NA,subtitle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,sutitulo,nom,NA,subtitle (subheading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,titulal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,tituli,verbo transitiva,NA,title,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,titulos codal,nom plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9035,titulos inisial,nom plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9036,tlingit,ajetivo demonim,pertinente a la americanes orijinal de la costa e isolas de Alaska sude-este e la partes de Canada prosima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9036,tlingit,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9037,tobogan,nom veculo sporte,un strutur con surfas lisa e inclinada,slide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9037,tobogan de acua,nom,NA,water slide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9037,tobogan elica,nom,NA,helter-skelter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9038,toca,verbo transitiva,veni tan prosima a (un ojeto) ce on contata lo; fa ce (un strumento musical o sua cordetas) sona par usa la ditos o un plectro,touch,NA,tocar,toucher,NA,NA,NA,NA,NA,NA,NA,NA,NA,røre,berühren,NA,NA,NA,NA
9038,toca,nom,NA,touch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9038,toca,esclama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9038,toca con ditos,verbo,NA,finger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9038,nontocable,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9038,nontocada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9038,tocable,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9038,tocante,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9038,tocante,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9039,tocarian,ajetivo demonim,pertinente a un popla de Asia sentral en la milenio 1 ec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9039,tocarian,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9040,tocata,nom musica,un composada musical per un strumento de teclas,toccata (music),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9041,Tocelau,nom jeografial,un grupo de tre isolas en la Mar Pasifica ueste cual formi un teritorio de Zeland Nova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9041,tocelau,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9041,tocelau,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9042,Tocio,nom jeografial,la site capital de Nion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9043,toco,nom veste,un xapeta peti e abrasante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9044,tofu,nom cosini,un caliada preparada de soia maxada,tofu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9045,toga,nom veste,un veste esterna usada par la sitadanes de Roma antica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9046,Togo,nom jeografial,un pais en Africa ueste con costa corta a la Golfo Ginea,Togo,NA,NA,NA,Lome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9046,togoles,ajetivo,NA,Togolese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9046,togoles,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9047,tolera,verbo transitiva governa,permete la esiste o aveni de (un cosa cual on no gusta) sin reata; aseta (un person o cosa nonplasente) sin cexa; es capas de es cargada con (un droga,tolerate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9047,tolera,nom,NA,tolerance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9047,nontolera,nom,NA,bigotry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9047,nontolerable,ajetivo,NA,unbearable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9047,nontolerante,ajetivo,NA,intolerant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9047,nontoleror,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9047,tolerable,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9047,tolerante,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9048,tomate,nom planta cosini,un planta de America Sude en familia de solano; la fruta pulposa e roja o jala de esta,tomato,NA,tomate,tomate,NA,NA,NA,NA,Solanum lycopersicum,NA,NA,NA,NA,tomat,Tomate,NA,NA,NA,NA
9049,tomba,nom relijio arciteta,un loca per la entera de un corpo mor,grave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9049,tomba coletiva,nom,NA,mass grave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9049,tombi,verbo transitiva,NA,entomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9049,tombin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9050,-tome,sufisa nom util medica,strumento sirurjial per talia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9051,-tomia,sufisa nom medica,talia sirurjial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9051,-tomica,sufisa ajetivo medica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9052,tomografia,nom util medica,un tecnica per mostra un representa de un talia traversal tra un corpo umana o otra ojeto solida par usa un radiograf o ecograf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9052,tomografia computada,nom medica,la crea de imajes par computador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9053,tomtom,nom musica,un tambur primitiva,tom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9054,ton,nom,un unia internasional de pesa egal a mil cilogrames; un unia de pesa de la sistem engles vea,tonne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9055,tona,verbo nontransitiva tera,ruidi forte e basa,thunder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9055,tona,nom,NA,thunder,NA,trueno,tonnerre,NA,NA,NA,NA,NA,NA,NA,NA,NA,torden,Donner,NA,NA,NA,ru: гром
9055,tonin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9056,tong,nom,un asosia jonguo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9057,Tonga,nom jeografial,un pais en la Mar Pasifica sude,NA,NA,NA,NA,Nukualofa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9057,tongan,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9057,tongan,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tono,nom musica,la cualia de un sona produida par un frecuentia spesifada de vibras; un sona de musica o vose; la alti e basi de la vose en parla,tone,NA,tono,ton,NA,NA,NA,NA,NA,NA,NA,NA,NA,tone,Tonhöhe,NA,NA,NA,NA
9058,tono completa,nom,NA,whole note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tono cuatrida,nom,NA,quarter note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tono des-sesida,nom,NA,sixteenth note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tono duida,nom,NA,half note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tono duple,nom,NA,double whole note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tono musculal,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tono otida,nom,NA,eighth note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tono sesdes-cuatrida,nom,NA,sixty-fourth note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tono tredes-duida,nom,NA,thirty-second note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,nontonal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,supratono,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tonal,ajetivo,NA,tonal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9058,tonalia,nom,NA,key (music),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9059,tonsil,nom anatomia,cada de la du masas de texeda limfoide en la garga,tonsil (anatomy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9060,tonsilectomia,nom medica,un sirurjia per estrae tonsiles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9061,tonsilite,nom medica,un inflama de la tonsiles,tonsillitis (medical),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9062,tonsura,nom relijio,la parte rasada de la testa de un monce o prete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9063,topazio,nom tera,un jem valuada,topaz (gem),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9064,tope,ajetivo color,con color gris con un pico de brun,taupe (color|ur),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9064,tope,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9065,topiaria,nom arte,la arte de formi arbores e arboretas par desrami los,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9066,topo-,prefisa tecnical,surfas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9067,topografia,nom tera,la forma de la surfas natural e artifis de un rejion de tera o de un otra surfas,topography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9067,topografial,ajetivo,NA,topographic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9068,topolojia,nom matematica,la studia de cualias jeometrial e relatas spasial cual no es afetada par cambias continuante de forma o grandia; la modo en cual la partes composante de un cosa es interelatada o ordinada,topology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9069,toponim,ajetivo,pertinente a la nom propre de un loca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9069,toponim,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9070,tora,nom relijio,la libro santa sentral de la tradision relijiosa iudi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9071,torax,nom anatomia,la parte de la corpo de un mamal entre la colo e la adomen; la parte simil de otra vertebratos; la parte media de la corpo de un inseto,thorax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9071,toraxal,ajetivo,NA,thoracic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9072,torba,nom tera,un materia brun,peat (soil),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9073,torca,nom util,un peso peti de metal o otra materia,nut (for bolt),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9073,torca papilin,nom,NA,wing nut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9074,torce,nom veste istoria,un banda de metal torseda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
