words,freq,word_id,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
jenera,2.1463833440652502e-5,4683,nom,NA,generation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jenero,2.1463833440652502e-5,4685,nom biolojia arte linguistica,un clase de cosas con cualias compartida,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jenetica,2.1463833440652502e-5,4688,nom biolojia,la studia de erita e la varia de cualias eritada,genetics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jenetical,2.1463833440652502e-5,4688,ajetivo,NA,genetic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jeolojial,2.1463833440652502e-5,4709,ajetivo,NA,geological,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jesta,2.1463833440652502e-5,4730,verbo nontransitiva biolojia,ave un feto en la utero,gestate,NA,gesticular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jesta,2.1463833440652502e-5,4730,nom,NA,gestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jeta,2.1463833440652502e-5,4734,verbo nontransitiva fisica,(un licuida) deveni ejetada tra un abrida,jet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jeta,2.1463833440652502e-5,4734,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jeta,2.1463833440652502e-5,4734,nom,NA,jet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
joala,2.1463833440652502e-5,4763,nom veste,un ojeto per orna la corpo,piece of jewelry|jewellery,NA,NA,NA,NA,NA,jem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
juna,2.1463833440652502e-5,4786,verbo nontransitiva relijio,asteni de tota o alga tipos de comeda o bevida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
juna,2.1463833440652502e-5,4786,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jungla,2.1463833440652502e-5,4790,nom tera,un parte de tera con foresta densa e plantas maraniada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
justia,2.1463833440652502e-5,4800,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
l,2.1463833440652502e-5,4809,simbol,la letera 12 de la alfabeta roman,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
laboreria,2.1463833440652502e-5,4816,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lamina,2.1463833440652502e-5,4835,nom tera,un strato magra de roca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lana,2.1463833440652502e-5,4840,nom veste,la capeles risa e suave de la pelo de un capra,wool,NA,lana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uld,Wolle,NA,NA,NA,NA
lardo,2.1463833440652502e-5,4862,nom cosini,carne preparada de la dorso o lados de un porco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
largi,2.1463833440652502e-5,4863,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
largi,2.1463833440652502e-5,4863,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
largia,2.1463833440652502e-5,4863,nom,NA,width,NA,anchura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vidde,Breite,NA,NA,NA,NA
laxe,2.1463833440652502e-5,4899,ajetivo veste,no firma fisada; no tensada; (un veste) spasiosa e no streta,loose,NA,suelto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,løs,locker,NA,NA,NA,NA
leca,2.1463833440652502e-5,4901,verbo transitiva,pasa sua lingua sur (alga cosa),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leca,2.1463833440652502e-5,4901,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
legali,2.1463833440652502e-5,4907,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
legali,2.1463833440652502e-5,4907,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
legali,2.1463833440652502e-5,4907,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
legeria,2.1463833440652502e-5,4907,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
legi,2.1463833440652502e-5,4907,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
legi,2.1463833440652502e-5,4907,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
legiste,2.1463833440652502e-5,4907,nom,NA,legist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
legor,2.1463833440652502e-5,4907,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
legum,2.1463833440652502e-5,4908,nom planta cosini,cualce planta en familia de piso; la seme o otra parte comable de un de esta plantas,legume,NA,vegetal,NA,NA,NA,NA,NA,Fabaceae,NA,NA,NA,NA,grøntsag,Gemüse,NA,NA,NA,NA
lejenda,2.1463833440652502e-5,4913,nom mitolojia,un nara tradisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lejendin,2.1463833440652502e-5,4913,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lenial,2.1463833440652502e-5,4919,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lenti,2.1463833440652502e-5,4920,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lenti,2.1463833440652502e-5,4920,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lenti,2.1463833440652502e-5,4920,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leon,2.1463833440652502e-5,4923,nom mamal,un gato grande e pal brun,lion,NA,león,NA,NA,NA,NA,NA,Panthera leo,NA,NA,NA,NA,løve,Löwe,NA,NA,NA,NA
lepre,2.1463833440652502e-5,4928,nom mamal,un mamal simil a un coneo,NA,NA,NA,NA,NA,NA,NA,NA,Lepus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lesbian,2.1463833440652502e-5,4933,ajetivo siensa-umana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lesbian,2.1463833440652502e-5,4933,nom,un fem omosesal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leteratur,2.1463833440652502e-5,4942,nom arte,obras scriveda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
liama,2.1463833440652502e-5,4962,nom mamal,un mamal en familia de camel,llama (animal),NA,NA,NA,NA,NA,NA,NA,Lama glama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
liante,2.1463833440652502e-5,4961,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
liante,2.1463833440652502e-5,4961,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
libido,2.1463833440652502e-5,4969,nom biolojia siensa-umana,la desira sesal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
libraliste,2.1463833440652502e-5,4971,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
libraliste,2.1463833440652502e-5,4971,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lima,2.1463833440652502e-5,4990,nom util,un util con surfas ru,file (tool),NA,lima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fil (redskab),Feile,NA,NA,NA,NA
limitada,2.1463833440652502e-5,5005,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
limon,2.1463833440652502e-5,4989,nom planta cosini,NA,NA,NA,NA,NA,NA,NA,NA,NA,Citrus × limon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
limpa,2.1463833440652502e-5,5007,ajetivo,sin susia o manxas; lavada; con bon ijenia; sin contaminantes,clean,NA,limpio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ren (ikke beskidt),sauber,NA,NA,NA,NA
linguaje,2.1463833440652502e-5,5014,nom linguistica,la stilo de vocabulo e frases elejeda per espresa en parla o scrive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lisca,2.1463833440652502e-5,5035,verbo nontransitiva,move nonimpedida longo un surfas lisa,slide,NA,deslizar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glide,gleiten,NA,NA,NA,NA
lisca,2.1463833440652502e-5,5035,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lisca,2.1463833440652502e-5,5035,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lojica,2.1463833440652502e-5,5085,nom filosofia,un modo de razona cual segue prinsipes sever de validia; un sistem de prinsipes simil a aritmetica,logic,NA,lógica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,logik,Logik,NA,NA,NA,NA
lona,2.1463833440652502e-5,5092,nom veste,un stofa forte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
luminada,2.1463833440652502e-5,5116,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
luminosa,2.1463833440652502e-5,5116,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lupulo,2.1463833440652502e-5,5123,nom planta cosini,un planta trepante,hop (plant),NA,NA,NA,NA,NA,NA,NA,Humulus lupulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
luso,2.1463833440652502e-5,5127,nom mone,un cosa desirada ma no nesesada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
macadamia,2.1463833440652502e-5,5143,nom planta cosini,un arbor de Australia; la noza de esta,macadamia (tree),NA,NA,NA,NA,NA,NA,NA,Macadamia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
macina,2.1463833440652502e-5,5150,nom util,un aparato,machine,NA,máquina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maskine,Maschine,NA,NA,NA,NA
madral,2.1463833440652502e-5,5163,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mais,2.1463833440652502e-5,5190,nom planta cosini,un planta sereal con granes grande; esta granes,corn,NA,maíz,NA,NA,NA,NA,NA,Zea mays,NA,NA,NA,NA,majs,Mais,NA,NA,NA,NA
malacusa,2.1463833440652502e-5,80,verbo transitiva,dana la reputa de (algun) par publici un declara falsa sur el,libel,kalumnii,NA,calomnier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להוציא דיבה,NA,NA
malacusa,2.1463833440652502e-5,80,nom,NA,libel,kalumnio,NA,calomnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לשון הרע,NA,NA
malcondui,2.1463833440652502e-5,2012,verbo nontransitiva,NA,misbehave,NA,NA,se conduire mal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתנהג בצורה בלתי הולמת,NA,NA
malcondui,2.1463833440652502e-5,2012,nom,NA,misbehavior|ur,NA,NA,mauvaise conduite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: התנהגות בלתי הולמת,NA,NA
mali,2.1463833440652502e-5,5199,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mali,2.1463833440652502e-5,5199,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mali,2.1463833440652502e-5,5199,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malia,2.1463833440652502e-5,5199,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malida,2.1463833440652502e-5,5199,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malmaneja,2.1463833440652502e-5,5240,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malodori,2.1463833440652502e-5,6120,verbo nontransitiva,NA,smell bad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malpersepi,2.1463833440652502e-5,6751,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malpersepi,2.1463833440652502e-5,6751,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malspende,2.1463833440652502e-5,8455,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malusa,2.1463833440652502e-5,9464,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malversa,2.1463833440652502e-5,9596,verbo nontransitiva,NA,spill,NA,derramarse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malversa,2.1463833440652502e-5,9596,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malvolente,2.1463833440652502e-5,9706,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
manicos,2.1463833440652502e-5,5252,nom plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maral,2.1463833440652502e-5,5273,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maraniada,2.1463833440652502e-5,5278,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marca,2.1463833440652502e-5,5283,verbo transitiva linguistica,decora (un cosa o person) con un manxa,mark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mærke,NA,NA,NA,NA,NA
marca,2.1463833440652502e-5,5283,nom,un cualia o manxa distinguinte; un nom comersial de un organiza o corpora,mark,NA,marca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spur,NA,NA,NA,NA
marin,2.1463833440652502e-5,5273,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marin,2.1463833440652502e-5,5273,nom cimica cosini,acua salosa,brine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marinor,2.1463833440652502e-5,5297,nom,NA,sailor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marmo,2.1463833440652502e-5,5304,nom tera arciteta,un forma cristal de calcario,marble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
martel,2.1463833440652502e-5,5311,nom util,un util con testa metal pesosa,hammer,NA,martillo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hammer,Hammer,NA,NA,NA,NA
masin,2.1463833440652502e-5,5321,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mastica,2.1463833440652502e-5,5339,verbo transitiva biolojia,moli (un comeda) con sua dentes per fasili la engoli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mastica,2.1463833440652502e-5,5340,nom planta,un arbor mediteranean; la resina de la cortex de esta,NA,NA,NA,NA,NA,NA,NA,NA,Pistacia lentiscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
materialiste,2.1463833440652502e-5,5352,ajetivo filosofia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
materialiste,2.1463833440652502e-5,5352,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
medaliste,2.1463833440652502e-5,5374,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
medica,2.1463833440652502e-5,5378,nom medica,la siensa o pratica de la diagnose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mediciste,2.1463833440652502e-5,5378,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
medisin,2.1463833440652502e-5,5381,nom medica,un droga usada per trata o preveni maladia,medicine (drugs),NA,medicina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medicin,Medizin,NA,NA,NA,NA
medita,2.1463833440652502e-5,5382,verbo nontransitiva relijio,pensa profonda o foca la mente per un periodo de tempo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
medita,2.1463833440652502e-5,5382,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mediteranean,2.1463833440652502e-5,5383,ajetivo,pertinente a la Mediteraneo o a sua poplas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
megafon,2.1463833440652502e-5,5388,nom util,un aparato embutin per grandi e dirije la vose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
megalomanica,2.1463833440652502e-5,5392,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
megalomanica,2.1463833440652502e-5,5392,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melodiosa,2.1463833440652502e-5,5408,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melonjena,2.1463833440652502e-5,5413,nom planta cosini,un planta orijinante en Asia sude e este; la fruta grande de esta,NA,NA,NA,NA,NA,NA,NA,NA,Solanum melongena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mem,2.1463833440652502e-5,5414,nom siensa-umana,un elemento de un cultur o sistem de condui cual pote pasa un person a un otra en modo nonjenetical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
membrana,2.1463833440652502e-5,5415,nom anatomia,un strutur pliable e telonin cual ata como un borda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
membro,2.1463833440652502e-5,5416,nom governa,un person,member (group),NA,miembro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medlem,Mitglied,NA,NA,NA,NA
memori,2.1463833440652502e-5,5417,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,recorda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
memori,2.1463833440652502e-5,5417,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menasa,2.1463833440652502e-5,5418,verbo transitiva governa,espresa un intende per ata violente contra (algun); (un situa) pare ce lo va produi un resulta mal o perilosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,el ia menasa me con colpa,NA,NA,NA,NA,NA,NA,NA
menasa,2.1463833440652502e-5,5418,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mendica,2.1463833440652502e-5,5421,verbo transitiva siensa-umana,solisita umil (alga cosa,beg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mendica,2.1463833440652502e-5,5421,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mensal,2.1463833440652502e-5,5432,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mercato,2.1463833440652502e-5,5446,nom mone,un asembla de persones per compra e vende furnis,market,NA,mercado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marked,Markt,NA,NA,NA,NA
meritada,2.1463833440652502e-5,5453,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mesuras,2.1463833440652502e-5,5483,nom plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metano,2.1463833440652502e-5,5498,nom cimica,un gas flamable sin color e odor,methane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meteor,2.1463833440652502e-5,5504,nom astronomia,un corpo peti de materia de spasio cual entra a la atmosfera de tera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meteorite,2.1463833440652502e-5,5505,nom astronomia,un meteor cual ia survive sua pasaje tra la atmosfera e ia colpa la tera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mexican,2.1463833440652502e-5,5518,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mexican,2.1463833440652502e-5,5518,nom demonim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
microfon,2.1463833440652502e-5,5538,nom util,un aparato per cambia ondas de sona a varias de enerjia eletrical,microphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
microsefalia,2.1463833440652502e-5,5545,nom medica,un malformi jenetical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
milenio,2.1463833440652502e-5,5560,nom,un periodo de mil anios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
milionor,2.1463833440652502e-5,5565,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mineral,2.1463833440652502e-5,5578,ajetivo cimica,(un materia) solida,mineral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mineral,2.1463833440652502e-5,5578,nom,NA,mineral,NA,mineral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mineral,Mineral,NA,NA,NA,NA
minima,2.1463833440652502e-5,5585,ajetivo,la plu peti,minimum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
minima,2.1463833440652502e-5,5585,averbo,a la min,at least,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
minima,2.1463833440652502e-5,5585,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
minor,2.1463833440652502e-5,5594,ajetivo,min importante o grave; (un person con la mesma nom como un otra) la plu joven,minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
minor,2.1463833440652502e-5,5594,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
miror,2.1463833440652502e-5,5609,nom util,un surfas,mirror,NA,espejo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spejl,Spiegel,NA,NA,NA,NA
miscada,2.1463833440652502e-5,5613,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
miscada,2.1463833440652502e-5,5613,nom,un person de raza miscada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
misera,2.1463833440652502e-5,5616,ajetivo siensa-umana,multe triste e noncomfortosa; causante compatia,miserable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
misera,2.1463833440652502e-5,5616,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
miseria,2.1463833440652502e-5,5616,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
