word_id,word,gramatica,capital,en,defini,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,eo,es,fr,gl,he,mt,ru
8817,tartesica,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8818,tas,nom cosini,NA,cup,un contenador peti con forma de bol,NA,NA,NA,NA,NA,NA,NA,NA,kop,Tasse,NA,taza,tasse,NA,NA,NA,ru: чашка
8818,tas de te,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8818,taseta,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8818,tasin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8818,tason,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8818,tason de peltre,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8819,tasi-,prefisa tecnical,NA,NA,posa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8820,tasidermia,nom arte,NA,NA,la arte de prepara animales mor per un efeto vivin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8820,tasidermiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8821,"Tasmania
.Tasman",nom jeografial,NA,Tasmania,un isola sude de Australia; un stato de Australia composada de esta isola e alga isolas plu peti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8822,taso,nom mone,NA,NA,un cuantia espresada como persentos de un otra cuantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8822,taso de intercambia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8822,taso de interesa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8822,taso de mori,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8822,taso de nase,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8823,tason,nom biolojia,NA,NA,un grupo tasonomial de un grupo de cualce grado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8824,tasonomia,nom biolojia,NA,NA,un clasi de alga cosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8824,tasonomial,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8824,tasonomiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8825,tatami,nom arciteta,NA,NA,un tapeto de palia covreda con juncos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8826,tatar,ajetivo demonim,NA,NA,pertinente a un popla de Tatarstan e otra locas en Rusia e Ucraina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8826,tatar,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8827,tatica,nom governa,NA,NA,la arte de organiza fortes militar per batalia; un stratejia como un parte de un stratejia plu grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8827,tatica defendente,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8827,tatical,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8827,taticiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8828,tato,nom siensa-umana,NA,NA,capasia e sensosia en la trata de otras o de casos difisil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8828,nontatosa,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8828,tatosa,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8829,tatua,verbo transitiva arte,NA,NA,marca (un person o parte de corpo) con un desinia par introdui pigmento en perforas en la derma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8829,tatua,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8830,tau,nom,NA,NA,la letera 19 de la alfabeta elinica,NA,NA,NA,NA,NA,Τ τ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8831,tautolojia,nom linguistica filosofia,NA,NA,la redise de la mesma cosa par otra parolas; un declara cual es vera par sua forma lojical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8832,taverna,nom cosini arciteta,NA,NA,un instituida cual vende bir e otra bevidas per bevi ala,NA,bar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8832,tavernor,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8833,Taxcent,nom jeografial,NA,NA,la site capital de Uzbecistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8834,taxe,nom,NA,task,un peso de labora o studia cual on debe fa,NA,NA,NA,NA,NA,NA,NA,NA,opgave,Aufgabe,NA,tarea,tâche,NA,NA,NA,NA
8834,taxes de casa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8834,taxes de scola,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8834,taxor,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8835,taxi,nom veculo,NA,NA,un veculo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8835,taxi-caro,nom veculo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8835,taxiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8836,taximetre,nom util,NA,NA,un aparato usada en taxis cual rejistra la distantia e custa de la viaja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837,taxo,nom planta,NA,yew (tree),un conifer con frutas roja e bacin,NA,NA,NA,Taxus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8838,te,nom planta cosini,NA,tea (plant,un arboreta trovada en Asia sude e este; un bevida calda preparada par infusa la folias secida e craseda de esta en acua bolinte; esta folias; un bevida fria preparada par ajunta jelo a te calda,NA,NA,NA,Camellia sinensis,NA,NA,NA,NA,te,Tee,NA,té,thé,NA,NA,NA,ru: чай
8838,te de bosce,nom,NA,NA,un arboreta sempreverde en familia de erica,NA,NA,NA,Gaultheria procumbens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8838,teria,nom,NA,teashop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,teatro,nom arte arciteta,NA,theater|re (place,un construida o salon per presentas dramal; un area simil estra casa,NA,NA,NA,NA,NA,NA,NA,NA,teater,Theater,NA,teatro,théâtre,NA,NA,NA,ru: театр
8839,teatro de opera,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,teatral,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,teatral,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,teatral de musica,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,teatral de revista,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,teatral mascida,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8839,teatralia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8840,teca,nom planta,NA,teak (tree,un arbor grande caduca de Barat e Asia sude-este; la lenio dur de esta,NA,NA,NA,Tectona grandis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8841,tecel,nom mamal,NA,NA,un can de raza con corpo longa e gamas corta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8842,tecila,nom cosini,NA,NA,un bevida mexican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,tecla,nom informatica,NA,key,un de la botones sur un panel con cual on opera un computador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,tecla de entra,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,tecla de spasio,nom,NA,spacebar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,tecla de tabli,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,tecla rapida,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,teclador,nom,NA,keyboard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,tecladoreta,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,tecladoreta numeral,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,tecli,verbo transitiva,NA,NA,comunica (alga cosa) par presa un tecla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,tecli,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8844,tecnesio,nom cimica,NA,NA,la elemento cimical con numero atomal 43,NA,NA,NA,NA,NA,Tc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8845,tecnica,nom arte,NA,NA,un modo de fa un taxe spesifada,NA,NA,NA,NA,NA,NA,NA,NA,teknik,NA,NA,NA,NA,NA,NA,NA,NA
8845,tecnical,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8845,tecniciste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8846,tecno,ajetivo,NA,NA,un stilo de musica per dansa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8846,tecno,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8847,tecno-,prefisa tecnical,NA,NA,tecnolojia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8848,tecnocrata,ajetivo governa,NA,NA,pertinente a un governa composada de un elite con capasias tecnical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8848,tecnocrata,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8848,tecnocratia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8849,tecnofilia,nom siensa-umana,NA,NA,un zelo per tecnolojia nova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8849,tecnofilica,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8849,tecnofilica,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8850,tecnofobia,nom siensa-umana,NA,NA,un teme de tecnolojia nova o tecnolojia jeneral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8850,tecnofobica,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8850,tecnofobica,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8851,tecnolojia,nom util,NA,technology,la aplica de sabe siensal per intendes pratical; macinas e aparatos developada de la aplica de sabe siensal; un ramo de sabe sur injenia e siensas aplicada,NA,NA,NA,NA,NA,NA,NA,NA,teknologi,Technologie,NA,tecnología,technologie,NA,NA,NA,NA
8851,tecnolojia alta,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8851,tecnolojia basa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8851,tecnolojial,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8852,tef,nom planta cosini,NA,NA,un sereal african,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8853,teflon,nom cimica,NA,NA,un resina usada per sua liscosia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8854,Tehan,nom jeografial,Seoul,NA,un pais en Asia este,NA,Corea Sude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8854,tehan,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8854,tehan,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8855,teisme,nom relijio filosofia,NA,NA,la crede ce un dio o dios esiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8855,teiste,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8855,teiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,tela,nom veste,NA,(piece of) cloth,un peso de stofa; un peso de stofa o paper asorbente,NA,NA,NA,NA,NA,NA,NA,NA,håndklæde,Handtuch,NA,paño,serviette,NA,NA,NA,ru: полотенце
8856,tela de bani,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,tela de colo,nom,NA,cravat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,tela de testa,nom,NA,headscarf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,telas de leto,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,teleta,nom,NA,handkerchief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serviette,NA,servilleta,mouchoir,NA,NA,NA,ru: салфетка
8856,teleta de bava,nom,NA,(baby's) bib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,teleta de bebe,nom,NA,nappy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,teleta de casola,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,teleta de fem,nom,NA,sanitary napkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,teleta de lava,nom,NA,washcloth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,teleta de paper,nom,NA,paper towel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,telon,nom,NA,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,ark,Decke,NA,hoja,nappe,NA,NA,NA,ru: скатерть
8856,telon funeral,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8856,telonin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8857,telanjectasia,nom medica,NA,NA,un maladia marcada par la dilata de la capilares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8858,tele,nom informatica,NA,NA,(nonformal) un televisador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8859,tele-,prefisa tecnical,NA,NA,distante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8860,telecinese,nom mitolojia,NA,NA,la capasia suposada de move ojetos distante par potia de mente o otra metodos nonfisical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8861,telecomanda,verbo transitiva informatica,NA,NA,controla (un aparato) de un distantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8861,telecomanda,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8861,telecomandada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8861,telecomandador,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8862,telecomunica,verbo transitiva informatica,NA,NA,comunica distante par cordon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8862,telecomunica,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8863,teledeteta,verbo transitiva informatica,NA,NA,scane un area par satelite o avion per oteni (informa),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8863,teledeteta,nom,NA,remote sensing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,telefon,nom util,NA,telephone,un aparato cual cambia vibras de sona a siniales eletrical e la reversa,NA,NA,NA,NA,NA,NA,NA,NA,telefon,Telefon,NA,teléfono,téléphone,NA,NA,NA,ru: телефон
8864,telefon astuta,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,telefon de porte,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,telefoneta,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,telefoni,verbo transitiva,NA,telephone,NA,NA,NA,NA,NA,NA,NA,me telefoni a tu; me telefoni la detalias a tu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,telefoni,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,telefonia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,telefoniste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8865,telefoto,nom util,NA,NA,un lente con distantia focal plu ca normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8866,telegraf,nom util,NA,NA,un aparato cual crea siniales eletrical per transmete mesajes par comuta e descomuta un junta eletrical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8866,telegrafi,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8866,telegrafia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8866,telegrafiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8867,telegram,nom util,NA,NA,un mesaje enviada par telegraf e traeda en forma scriveda o primida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8868,telelabora,verbo nontransitiva informatica,NA,NA,labora en sua propre casa par usa la interede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8868,telelabora,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8868,telelaboror,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8869,telemarc,nom sporte,NA,NA,(en salta de sci) un stilo de move o atera con un sci avansada e la jenos pliada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8870,telemetre,nom util,NA,NA,un aparato cual transmete la indicas de un otra strumento; un aparato per estima la distantia de un ojeto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8870,telemetri,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8871,telenovela,nom arte,NA,NA,un serie dramosa a radio o televisa cual presenta tipal la avenis dial en la vives de la mesma grupo de carateres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8872,teleolojia,nom filosofia,NA,NA,la esplica de un cosa o aveni par sua intendes o usas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8872,teleolojial,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8873,telepatia,nom mitolojia,NA,NA,la comunica suposada de pensas o ideas par otra modos ca la sensas normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8873,telepatica,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8873,telepatica,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8874,teleporta,verbo nontransitiva util,NA,NA,(en naras siensal) es direta transportada de un loca a un otra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8874,teleportador,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8875,telescopio,nom,NA,telescope,un aparato otical desiniada per fa ce ojetos distante pare plu prosima,NA,NA,NA,NA,NA,NA,NA,NA,teleskop,Teleskop,NA,telescopio,télescope,NA,NA,NA,NA
8875,Telescopio,nom astronomia,NA,Telescopium (constellation),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8875,telescopial,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8876,telesenta,nom,NA,chairlift,un serie de sejas pendeda de un cordon movente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8877,televanjelisme,nom relijio,NA,NA,la televisa de sermones evanjelial per predica e suplica per suporta finansial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8877,televanjeliste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8878,televide,verbo transitiva,NA,NA,regarda (alga cosa) a la televisador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8878,televidor,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879,televisa,verbo transitiva,NA,NA,transmete imajes e sonas par converti los a siniales eletrical e alora reconverti los a imajes e sonas en televisadores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879,televisa,nom,NA,television (medium),NA,NA,NA,NA,NA,NA,NA,NA,NA,fjernsyn,NA,NA,NA,NA,NA,NA,NA,NA
8879,televisa colorosa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879,televisa de vijila,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879,televisa par paia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879,televisada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8879,televisador,nom,NA,television set,NA,NA,NA,NA,NA,NA,NA,NA,NA,TV,Fernsehapparat,NA,televisor,télévision,NA,NA,NA,NA
8880,telia,nom,NA,tile,un peso magra e retangulo de arjila fornida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
