word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru,word_id,sim
converje,verbo nontransitiva,(persones o cosas) veni de dirijes diferente e reuni ultima,converge,NA,NA,converger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתכנס,NA,NA,2129,NA
contrasta,verbo nontransitiva,difere clar o forte,contrast,NA,NA,contraster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לעמוד בניגוד,NA,NA,2115,NA
calosa,ajetivo,NA,callous,NA,NA,calleux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יבלתי; (אדם) חסר רגישות,NA,NA,1444,NA
ganaian,ajetivo,NA,Ghanaian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3883,NA
nonjustia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800,NA
confusador,nom,NA,scrambler,NA,NA,brouilleur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (אלקטרוניקה) מערבל,NA,NA,2025,NA
prepara,verbo transitiva cosini,fa ce (un cosa) pote es usada o considerada; crea a ante; fa ce (comedas) deveni conveninte per coce o come; fa ce (algun) deveni capas; produi (te o cafe) par misca lo con acua calda; trata (carne) con sal,prepare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7171,NA
satanal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7874,NA
resistador,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7567,NA
elejedas,nom plural,NA,chosen ones,NA,NA,élus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נבחרים,NA,NA,2981,NA
lauri,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4889,NA
burcinabe,nom,NA,Burkinabé,NA,NA,Burkinabé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תושב בורקינה פאסו,NA,NA,1341,NA
dirijador,nom,NA,router (computer),NA,NA,routeur (informatique),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (מחשבים) נתב,NA,NA,2733,NA
asendente,preposada,NA,up,NA,NA,au haut de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לראש ה-,NA,NA,648,NA
senti,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8075,NA
cartografial,ajetivo,NA,cartographic,NA,NA,cartographique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרטוגרפי,NA,NA,1627,NA
alexandrian,ajetivo,NA,Alexandrian,NA,NA,alexandrin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אלכסנדרוני,NA,NA,186,NA
dentosa,ajetivo,NA,toothy,NA,NA,denté,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חושף שיניים (מרובות),NA,NA,2582,NA
baron,nom istoria,un membro de la ordina la plu basa de nobiles engles,baron,NA,NA,baron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ברון,NA,NA,962,NA
uistiti,nom mamal,un simia peti de America tropical con pelo sedin e coda longa e prensil,NA,NA,NA,NA,NA,NA,NA,NA,Callithrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9382,NA
glamorosa,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3970,NA
distrae,verbo transitiva,preveni (algun) de consentra a alga cosa,distract,NA,NA,distraire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להסיח (את הדעת),NA,NA,2771,NA
ritmal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7649,NA
criminolojia,nom,NA,criminology,NA,NA,criminologie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרימינולוגיה,NA,NA,2313,NA
astatica,ajetivo fisica,no adotante un loca o dirije stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,NA
anal,ajetivo,NA,anal,NA,NA,anal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אנאלי,NA,NA,406,NA
fama,nom siensa-umana,la state de es bon conoseda o discuteda par multe persones,fame,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3466,NA
abricoco,nom planta,un arbor cual produi abricocas,apricot (tree),abrikotujo,albaricoquero,abricotier,NA,NA,NA,NA,Prunus armeniaca,NA,NA,NA,NA,NA,NA,NA,he: משמש (עץ),NA,NA,29,NA
salva la onora,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6212,NA
nonesesada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5952,NA
nonacordante,ajetivo,NA,non-consenting; intransigent; incongruent,NA,NA,incompatible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא מתאים,NA,NA,57,NA
fangosa,ajetivo,NA,muddy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3473,NA
miniaturi,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5582,NA
xasor nonlegal,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9764,NA
desdui,nom,NA,twelfth (fraction),NA,NA,douzième (fraction),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חלקי שתיים עשרה,NA,NA,2600,NA
corente de aira,nom,NA,airstream,NA,NA,courant d'air,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: זרם אוויר,NA,NA,2158,NA
esajo,nom arte,un scriveda corta sur un tema spesifada,essay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3262,NA
leca,verbo transitiva,pasa sua lingua sur (alga cosa),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4901,NA
vara,ajetivo medica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9526,NA
sin sapatos,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7844,NA
labora fundal,nom,NA,groundwork,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4816,NA
hersegovasce,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4170,NA
desrisi,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7645,NA
inibador de recatura serotonina e norepinefina,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4423,NA
cargador,nom,NA,charger; magazine (gun),NA,NA,chargeur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מַטען; מחסנית,NA,NA,1589,NA
-filica,sufisa ajetivo,NA,-philic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3591,NA
legaliste,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4907,NA
slip de om,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8361,NA
sala de studia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7789,NA
conserva,nom,NA,conservation,NA,NA,conservation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שימור,NA,NA,2060,NA
idrata,nom,NA,hydration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4266,NA
malformi,verbo transitiva,NA,deform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3703,NA
ipotiroidia,nom medica,ativia nonormal reduida de la tiroide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4581,NA
empleadas,nom plural,NA,employees,NA,NA,personnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חבר עובדים,NA,NA,3080,NA
macula,nom anatomia,un area jala e oval sirca la fovea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5156,NA
amirati,ajetivo demonim,NA,Emirati,NA,NA,emirati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שקשור לאמירויות,NA,NA,302,NA
speron,nom util,un baston con un spina per fa ce bestias move a ante o plu rapida; un util con un spina o un rota con spinas juntada a la talon de un sapato o bota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8462,NA
miraclor,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5604,NA
vitro de fenetra,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9686,NA
asidente,nom,NA,accident (mishap),NA,NA,accident,NA,NA,NA,NA,NA,NA,NA,NA,accidente,uheld,Unfall,accidente,he: תאונה,NA,NA,671,NA
rocosa,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7664,NA
haca,nom musica,un dansa ritual de gera maori,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129,NA
emoraje,nom,NA,hemorrhage|haemorrhage,NA,NA,hémorragie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דימום,NA,NA,3067,NA
Zambia,nom jeografial,un pais en Africa sude,Zambia,NA,Zambia,NA,Lusaka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9861,NA
americani,verbo transitiva,NA,Americanize|is,NA,NA,américaniser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לגרום לאמריקניזציה,NA,NA,282,NA
sic,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8183,NA
bolsa,nom veste,un saco peti,handbag,NA,NA,sac à main,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תיק יד,NA,NA,1201,NA
espetada,ajetivo,NA,expected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3312,NA
retrospeta,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7598,NA
reposa de sol,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7545,NA
sirose,nom medica,un maladia cronica de la figato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8314,NA
balon de avisa,nom,NA,warning balloon (software),NA,NA,infobulle (informatique),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (תוכנה) בועת אזהרה,NA,NA,879,NA
ensefalomielite,nom medica,un inflama de la serebro e medula spinal,encephalomyelitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3142,NA
mendica,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5421,NA
pilori,nom governa,un strutur de lenio con bucos per la testa e la gamas o manos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6833,NA
ravioli,nom cosini,envelopas peti de pasta cual conteni carne moleda,ravioli (food),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7454,NA
maltrata,nom,NA,mistreatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9159,NA
bonetas,nom plural,NA,goodies (desirable things),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209,NA
ancoreria,nom,NA,anchorage,NA,NA,ancrage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מעגן,NA,NA,351,NA
neurite,nom medica,un inflama de la nervos periferial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5964,NA
crase,verbo transitiva,compresa forte (alga cosa) per desformi lo,crush,NA,estrujar,écraser,NA,NA,NA,NA,NA,NA,NA,NA,NA,knuse,quetschen,NA,he: למחוץ,NA,NA,2278,NA
juliana,nom cosini,un comeda taliada a bandas corta e streta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4783,NA
inspira,verbo transitiva arte,fa ce (algun) ave la motiva o capasia per fa o senti alga cosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4441,NA
asoluta,averbo,NA,absolutely,NA,NA,absolument,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לחלוטין,NA,NA,684,NA
desfreni,verbo transitiva,NA,unbrake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3773,NA
endocrinolojia,nom medica,la ramo de fisiolojia e medica cual studia la glandes endocrin e ormones,endocrinology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3102,NA
caxon,nom,NA,chest,NA,NA,coffre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תיבה,NA,NA,1702,NA
semiase major,nom,(en astronomia) la ase la plu longa de un orbita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8034,NA
tro lejera,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4914,NA
"cari
.Cara",verbo transitiva,un mar a norde de Sibir ueste,endear,NA,NA,faire aimer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,לעורר חיבה,NA,NA,1543,NA
jenero,nom biolojia arte linguistica,un clase de cosas con cualias compartida,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685,NA
leva,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4951,NA
bela,ajetivo,estetical plasente a la sensas o mente; atraosa,beautiful,NA,bello,beau,NA,NA,NA,NA,NA,NA,NA,NA,NA,køn,schön,NA,he: יפה,NA,NA,1021,NA
macina de tempo,nom,NA,time machine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5150,NA
bisepe,nom anatomia,cualce musculo con du puntos de fisa a un fini; la musculo grande de la braso alta; la musculo grande a la lado dorsal de la coxa,biceps (muscle),NA,NA,biceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שריר הזרוע,NA,NA,1137,NA
peson,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6768,NA
polvi,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7035,NA
scriveda,nom,NA,writing (content),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7960,NA
desarnesi,verbo transitiva,NA,unharness,NA,NA,déharnacher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתיר או להסיר רתמה,NA,NA,602,NA
moraliste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5730,NA
Montes Caucaso,nom plural jeografial,du cadenas de montes en Caucaso,Caucasus Mountains,NA,NA,monts Caucase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הרי הקווקז,NA,NA,1689,NA
bravatosa,nom,NA,swashbuckler,NA,NA,fanfaron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: רברבני,NA,NA,1262,NA
umidia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9400,NA
pronomal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7251,NA
teodolito,nom util,un aparato usada en jeometria con un telescopio jirable per mesura angulos orizonal e vertical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8917,NA
esata tal,averbo,NA,just so,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3265,NA
Colorado,nom jeografial,un stato en la SUA sentral,Colorado (US state),NA,NA,Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קולורדו,NA,NA,1928,NA
paragota,nom verbo-nom,un peso de suber o materia simil per proteje un table contra gotas de un vitro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6506,NA
descurvi,verbo transitiva,NA,unbend,NA,enderezarse,redresser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ליישר (ממצב עקום),NA,NA,2478,NA
novia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6059,NA
modiste,nom,NA,fashion designer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5642,NA
areni,verbo transitiva,colpa con arena,sandblast,NA,NA,sabler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לנקות באמצעות סילון חול,NA,NA,563,NA
elminto,nom,un verme parasital de clases diversa,helminth,NA,NA,helminthe (ver parasite),NA,NA,NA,NA,Platielminto,NA,NA,NA,NA,NA,NA,NA,he: תולעת טפילית,NA,NA,3025,NA
tomtom,nom musica,un tambur primitiva,tom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9053,NA
vivin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9688,NA
calmi,verbo transitiva,NA,calm,NA,NA,calmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להרגיע,NA,NA,1443,NA
armas,nom plural,NA,weapons,NA,NA,armes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כלי נשק,NA,NA,589,NA
lanolin,nom biolojia,un sustantia grasosa trovada sur la lana de oveas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4846,NA
Arizona,nom jeografial,un stato en la SUA sude-ueste,Arizona (US state),NA,NA,Arizona (État des USA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אריזונה,NA,NA,582,NA
nondisponable,ajetivo,NA,unavailable,NA,NA,indisponible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא זמין,NA,NA,2763,NA
calculos,nom plural,NA,pebbles,NA,NA,galets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חצץ,NA,NA,1421,NA
cumulin,ajetivo,NA,cumulous (like cumulus clouds),NA,NA,en forme de cumulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בצורת ענן קומולוס,NA,NA,2444,NA
abitor de cava,nom,NA,cave dweller,kavernulo,cavernícola,troglodyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: איש מערות,NA,NA,16,NA
inspirante,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4441,NA
camerada de sala,nom,NA,roommate,NA,NA,camarade de chambre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שותף לחדר,NA,NA,1462,NA
valuada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9510,NA
surprende,verbo transitiva siensa-umana,stona (algun) con un cosa nonespetada,surprise,surprizi,sorprender,surprire,NA,NA,NA,NA,NA,NA,NA,NA,NA,overraske,überraschen,NA,NA,NA,NA,8706,NA
asteca,nom,NA,Aztec,azteko,NA,Aztèque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אצטקי,NA,NA,703,NA
vanin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9521,NA
Egipte antica,nom istoria jeografial,NA,Ancient Egypt,NA,NA,Égypte ancienne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מצרים העתיקה,NA,NA,2959,NA
duana,nom governa,un departe ofisial cual colie la tarifa sur benes emportada; la loca a un porto,customs (agency),NA,NA,douane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מכס,NA,NA,2865,NA
psicofarmacolojial,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7319,NA
isoli,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4602,NA
cectxi,nom,NA,Q'eqchi',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1714,NA
malada de mar,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5201,NA
delfin,nom mamal governa,un setaseo peti,dolphin; dauphin,NA,NA,dauphin,NA,NA,NA,NA,{;} Delphinidae,NA,NA,NA,NA,NA,NA,NA,דולפין,NA,ru: дельфин; дофин,2555,NA
ocupor nonlegal,nom,NA,squatter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6111,NA
sin distingui,ajetivo,NA,indiscriminate,NA,NA,indéterminé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חסר הבחנה,NA,NA,2769,NA
statisticiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8531,NA
gaxin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3937,NA
omofobia,nom siensa-umana,un antipatia estrema o nonrazonada contra omosesalia o persones omosesal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6187,NA
vise per metal,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9670,NA
samarines,ajetivo,NA,NA,NA,NA,NA,NA,NA,San Marino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7827,NA
spasmin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8451,NA
declara falsa,nom,NA,falsehood,NA,NA,fausse déclaration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כזב,NA,NA,2534,NA
pasada perfeta,nom linguistica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6586,NA
aturdi,verbo transitiva medica,fa ce (algun) perde consensia o entra a un state duiconsensa; surprende (algun) ci deveni tempora noncapas de responde o reata,stun,NA,NA,assommer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להמם,NA,NA,765,NA
eron,nom avia,un avia grande e vadante con gamas longa,heron,NA,NA,NA,NA,NA,NA,NA,Ardeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3241,NA
licuidia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4979,NA
a bon custa,ajetivo,NA,affordable,NA,a buen precio,bon marché,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (מחיר) בר-השגה,NA,NA,2481,NA
razonada,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7456,NA
paradole,nom verbo-nom medica,un droga cual lejeri dole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6496,NA
marto,nom,la mense tre de la calendario gregorian,March,marto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5317,NA
cadeni,verbo transitiva,NA,chain,NA,NA,enchaîner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לשרשר,NA,NA,1395,NA
gambian,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3877,NA
como diseda par,preposada,NA,according to,NA,NA,selon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לפי (אדם מסוים),NA,NA,2744,NA
nozeta,nom,un noza de un nozeto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6065,NA
tutsi,ajetivo demonim,pertinente a un popla ci es un minoria de la abitores de Ruanda e Burundi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9312,NA
